Country,Latitude,Longitude,CAT,Category,ACT,Activity,UNIT,Unit,VAR,Variable,SRC,Source,TIME,Time,Value,Flag Codes,Flags
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,17,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,1,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,27521,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,18013,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,17776,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,21422,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,184820,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,18013,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,2,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,21422,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,157299,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,5,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,3,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,3,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,4,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,33,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,3,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,4,,
Denmark,56.2639,9.5018,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,28,,
Denmark,56.2639,9.5018,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR213,Food Waste,SOURCE22,CONCITO,2011,2011,540000,,
Denmark,56.2639,9.5018,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR9,Animal food waste,SOURCE62,OECD,1995,1995,83000,,
Denmark,56.2639,9.5018,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR9,Animal food waste,SOURCE62,OECD,2000,2000,113000,,
Denmark,56.2639,9.5018,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR9,Animal food waste,SOURCE62,OECD,2010,2010,57000,,
Denmark,56.2639,9.5018,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR520,Vegetal food waste,SOURCE62,OECD,1995,1995,360000,,
Denmark,56.2639,9.5018,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR520,Vegetal food waste,SOURCE62,OECD,2000,2000,360000,,
Denmark,56.2639,9.5018,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR520,Vegetal food waste,SOURCE62,OECD,2010,2010,227000,,
Denmark,56.2639,9.5018,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR213,Food Waste,SOURCE62,OECD,1995,1995,443000,,
Denmark,56.2639,9.5018,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR213,Food Waste,SOURCE62,OECD,2000,2000,473000,,
Denmark,56.2639,9.5018,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR213,Food Waste,SOURCE62,OECD,2010,2010,284000,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,36775,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,24094,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,33224,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,9978,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR10,Animal waste,SOURCE30,EUROSTAT,2010,2010,7061,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,34750,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,24036,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,33180,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR517,Vegetable waste,SOURCE30,EUROSTAT,2010,2010,2917,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,27,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,18,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,25,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,7,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR10,Animal waste,SOURCE30,EUROSTAT,2010,2010,5,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,26,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,18,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,25,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR517,Vegetable waste,SOURCE30,EUROSTAT,2010,2010,2,,
Estonia,58.5953,25.0136,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR213,Food Waste,SOURCE17,"Calculations from (SEI 2008, EEIC 2008)",2006,2006,82236,,
Estonia,58.5953,25.0136,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR213,Food Waste,SOURCE17,"Calculations from (SEI 2008, EEIC 2008)",2006,2006,61,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,4743,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,819,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,1298,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,10992,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,8116,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,1,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,299,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,224,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,3373,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,4,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,1,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,1,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,8,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,6,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,3,,
Estonia,58.5953,25.0136,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR243,Food Waste - Cereals - Excluding Beer,SOURCE31,FAO - Food balance sheets 2009,2009,2009,16000,,
Estonia,58.5953,25.0136,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR297,Food Waste - Meat,SOURCE31,FAO - Food balance sheets 2009,2009,2009,4000,,
Estonia,58.5953,25.0136,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR347,Food Waste - Starchy Roots,SOURCE31,FAO - Food balance sheets 2009,2009,2009,6000,,
Estonia,58.5953,25.0136,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR358,Food Waste - Vegetables,SOURCE31,FAO - Food balance sheets 2009,2009,2009,3000,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,120186,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,410870,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,237257,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,129507,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,129481,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,47207,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,13244,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,13499,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,9295,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,90,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,305,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,177,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,97,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,97,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,35,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,10,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,10,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,7,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,25339,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,25668,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,65668,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,46050,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR10,Animal waste,SOURCE30,EUROSTAT,2010,2010,3850,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,14,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,12883,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR517,Vegetable waste,SOURCE30,EUROSTAT,2010,2010,42200,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,19,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,19,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,49,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,35,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR10,Animal waste,SOURCE30,EUROSTAT,2010,2010,3,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,10,,
Estonia,58.5953,25.0136,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR517,Vegetable waste,SOURCE30,EUROSTAT,2010,2010,32,,
Finland,61.9241,25.7482,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,29819,,
Finland,61.9241,25.7482,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,2671,,
Finland,61.9241,25.7482,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,25460,,
Finland,61.9241,25.7482,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,13100,,
Finland,61.9241,25.7482,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,100,,
Finland,61.9241,25.7482,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,6976,,
Finland,61.9241,25.7482,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,6,,
Finland,61.9241,25.7482,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,5,,
Finland,61.9241,25.7482,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,3,,
Finland,61.9241,25.7482,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,1,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR213,Food Waste,SOURCE8,BIO survey - Minimum scenario : 8.375%,2006,2006,214796,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR213,Food Waste,SOURCE8,BIO survey - Minimum scenario : 8.375%,2006,2006,41,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR41FIN,Bread in discarded foodstuffs,SOURCE47,J.M.KATAJAJUURI et.al,2010,2010,13,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR42FIN,Convience food in discarded foodstuffs,SOURCE47,J.M.KATAJAJUURI et.al,2010,2010,6,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR482FIN,Tinned goods and other non-perishable foodstuff in discarded foodstuffs,SOURCE47,J.M.KATAJAJUURI et.al,2010,2010,2.5,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR518FIN,Vegetables in discarded foodstuffs,SOURCE47,J.M.KATAJAJUURI et.al,2010,2010,19,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR408FIN,Fruit and beries in discarded foodstuffs,SOURCE47,J.M.KATAJAJUURI et.al,2010,2010,13,,
Finland,61.9241,25.7482,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR416FIN,Home-cooked food in discarded foodstuffs,SOURCE47,J.M.KATAJAJUURI et.al,2010,2010,18,,
