geographicaream49,country,measureditemcpc,crop,timepointyears,loss_per_clean,fsc_location1
380,Italy,117,oats,2010,2.2155,Total Supply Chain Estimate
380,Italy,1213,cauliflowers and broccoli,2010,8.8908,Total Supply Chain Estimate
380,Italy,1215,spinach,2010,11.0366,Total Supply Chain Estimate
380,Italy,1234,tomatoes,2010,3.3196,Total Supply Chain Estimate
380,Italy,1290.9,"other vegetables, fresh n.e.c.",2010,7.1429,Total Supply Chain Estimate
380,Italy,1330,grapes,2010,0.642,Total Supply Chain Estimate
380,Italy,1443,rapeseed or colza seed,2010,1.1134,Total Supply Chain Estimate
380,Italy,1445,sunflower seed,2010,2.3485,Total Supply Chain Estimate
380,Italy,1450,olives,2010,0.1419,Total Supply Chain Estimate
380,Italy,1530,sweet potatoes,2010,0.6912,Total Supply Chain Estimate
380,Italy,1709.01,vetches,2010,4.0911,Total Supply Chain Estimate
380,Italy,1801,sugar beet,2010,1.2957,Total Supply Chain Estimate
380,Italy,231,"hen eggs in shell, fresh",2010,0.2646,Total Supply Chain Estimate
392,Japan,111,Wheat,2010,29.06,Total Supply Chain Estimate
392,Japan,111,wheat,2010,2.7452,Total Supply Chain Estimate
392,Japan,112,maize (corn),2010,0.0185,Total Supply Chain Estimate
392,Japan,112,maize (corn),2010,0.0185,Total Supply Chain Estimate
392,Japan,112,maize (corn),2010,0.0185,Total Supply Chain Estimate
392,Japan,113,rice,2010,1.622,Total Supply Chain Estimate
392,Japan,115,barley,2010,6.6494,Total Supply Chain Estimate
392,Japan,141,soya beans,2010,1.9847,Total Supply Chain Estimate
392,Japan,1510,Potatoes,2010,8.69,Total Supply Chain Estimate
392,Japan,1510,potatoes,2010,8.69,Total Supply Chain Estimate
392,Japan,1530,sweet potatoes,2010,2.6633,Total Supply Chain Estimate
392,Japan,1701,"beans, dry",2010,2.7193,Total Supply Chain Estimate
392,Japan,21111.01,"Meat Of Cattle, Fresh Or Chilled",2010,4.66,Total Supply Chain Estimate
392,Japan,21111.01,"meat of cattle with the bone, fresh or chilled",2010,4.6606,Total Supply Chain Estimate
392,Japan,21113.01,"Meat Of Pig, Fresh Or Chilled",2010,3.71,Total Supply Chain Estimate
392,Japan,21113.01,"meat of pig with the bone, fresh or chilled",2010,3.7139,Total Supply Chain Estimate
398,Kazakhstan,1221,watermelons,2010,7.1466,Total Supply Chain Estimate
398,Kazakhstan,1445,sunflower seed,2010,2.7972,Total Supply Chain Estimate
398,Kazakhstan,1510,Potatoes,2010,9.48,Total Supply Chain Estimate
398,Kazakhstan,1510,potatoes,2010,9.4849,Total Supply Chain Estimate
398,Kazakhstan,1801,sugar beet,2010,1.9083,Total Supply Chain Estimate
398,Kazakhstan,2211,raw milk of cattle,2010,0.589,Total Supply Chain Estimate
398,Kazakhstan,231,"Hen Eggs In Shell, Fresh",2010,10.66,Total Supply Chain Estimate
398,Kazakhstan,231,"hen eggs in shell, fresh",2010,10.6609,Total Supply Chain Estimate
398,Kazakhstan,21111.01,"Meat Of Cattle, Fresh Or Chilled",2010,4.13,Total Supply Chain Estimate
398,Kazakhstan,21111.01,"meat of cattle with the bone, fresh or chilled",2010,4.1296,Total Supply Chain Estimate
4,Afghanistan,111,Wheat,2010,14.96,Total Supply Chain Estimate
4,Afghanistan,111,wheat,2010,14.9603,Total Supply Chain Estimate
40,Austria,111,Wheat,2010,1.46,Total Supply Chain Estimate
40,Austria,111,wheat,2010,1.4633,Total Supply Chain Estimate
40,Austria,112,Maize (Corn),2010,3.13,Total Supply Chain Estimate
40,Austria,112,maize (corn),2010,3.4729,Total Supply Chain Estimate
40,Austria,112,maize (corn),2010,3.4729,Total Supply Chain Estimate
40,Austria,112,maize (corn),2010,3.4729,Total Supply Chain Estimate
40,Austria,115,Barley,2010,3.8,Total Supply Chain Estimate
40,Austria,115,barley,2010,3.8034,Total Supply Chain Estimate
40,Austria,116,rye,2010,2.7099,Total Supply Chain Estimate
40,Austria,117,Oats,2010,4.47,Total Supply Chain Estimate
40,Austria,117,oats,2010,4.4735,Total Supply Chain Estimate
40,Austria,1191,triticale,2010,5.0443,Total Supply Chain Estimate
40,Austria,1341,Apples,2010,6.08,Total Supply Chain Estimate
40,Austria,1341,apples,2010,10.9762,Total Supply Chain Estimate
40,Austria,1342.01,pears,2010,16.8065,Total Supply Chain Estimate
40,Austria,1343,Apricots,2010,5.21,Total Supply Chain Estimate
40,Austria,1343,apricots,2010,3.5983,Total Supply Chain Estimate
40,Austria,1345,Peaches And Nectarines,2010,13.19,Total Supply Chain Estimate
40,Austria,1345,peaches and nectarines,2010,3.362,Total Supply Chain Estimate
40,Austria,1510,Potatoes,2010,6,Total Supply Chain Estimate
40,Austria,1510,potatoes,2010,6,Total Supply Chain Estimate
40,Austria,2211,raw milk of cattle,2010,1.0086,Total Supply Chain Estimate
40,Austria,2291,raw milk of sheep,2010,1.0041,Total Supply Chain Estimate
40,Austria,2292,raw milk of goats,2010,0.9992,Total Supply Chain Estimate
400,Jordan,115,barley,2010,4.5999,Total Supply Chain Estimate
400,Jordan,1444,sesame seed,2010,2.578,Total Supply Chain Estimate
400,Jordan,1510,Potatoes,2010,6.18,Total Supply Chain Estimate
400,Jordan,1510,Potatoes,2010,6.18,Total Supply Chain Estimate
400,Jordan,1510,potatoes,2010,6.1784,Total Supply Chain Estimate
404,Kenya,111,Wheat,2010,13.3,Harvest
404,Kenya,112,Maize (Corn),2010,8.8,Harvest
404,Kenya,113,Rice,2010,0.4,Storage
404,Kenya,113,Rice,2010,12.3,Harvest
404,Kenya,114,Sorghum,2010,1.6,Storage
404,Kenya,114,Sorghum,2010,10.4,Harvest
404,Kenya,115,Barley,2010,12,Harvest
404,Kenya,118,Millet,2010,12,Harvest
404,Kenya,1312,Bananas,2010,40,
404,Kenya,1316,Mangoes,2010,25,Total Supply Chain Estimate
404,Kenya,1316,Mangoes,2010,35,Producer
404,Kenya,1316,Mangoes,2010,25,Total Supply Chain Estimate
404,Kenya,1316,Mangoes,2010,35,Producer
410,Republic of Korea,111,wheat,2010,0.6782,Total Supply Chain Estimate
410,Republic of Korea,113,rice,2010,7.486,Total Supply Chain Estimate
410,Republic of Korea,141,soya beans,2010,7.5941,Total Supply Chain Estimate
417,Kyrgyzstan,113,rice,2010,0.1198,Total Supply Chain Estimate
417,Kyrgyzstan,1510,potatoes,2010,4.614,Total Supply Chain Estimate
426,Lesotho,111,Wheat,2010,3.3,Producer
426,Lesotho,111,Wheat,2010,3.3,Storage
426,Lesotho,112,Maize (Corn),2010,3.1,Producer
426,Lesotho,112,Maize (Corn),2010,3.1,Storage
428,Latvia,1443,rapeseed or colza seed,2010,1.1047,Total Supply Chain Estimate
428,Latvia,2211,raw milk of cattle,2010,0.1805,Total Supply Chain Estimate
428,Latvia,21113.01,"meat of pig with the bone, fresh or chilled",2010,1.614,Total Supply Chain Estimate
440,Lithuania,111,Wheat,2010,1.12,Total Supply Chain Estimate
440,Lithuania,111,wheat,2010,1.1167,Total Supply Chain Estimate
440,Lithuania,115,Barley,2010,3.27,Total Supply Chain Estimate
440,Lithuania,115,barley,2010,3.2727,Total Supply Chain Estimate
440,Lithuania,1290.9,"other vegetables, fresh n.e.c.",2010,9.3703,Total Supply Chain Estimate
440,Lithuania,1510,Potatoes,2010,7.21,Total Supply Chain Estimate
440,Lithuania,1510,potatoes,2010,7.2133,Total Supply Chain Estimate
440,Lithuania,231,"hen eggs in shell, fresh",2010,0.0216,Total Supply Chain Estimate
442,Luxembourg,111,wheat,2010,2.396,Total Supply Chain Estimate
442,Luxembourg,1510,potatoes,2010,10.2401,Total Supply Chain Estimate
442,Luxembourg,1701,"beans, dry",2010,15.625,Total Supply Chain Estimate
450,Madagascar,1520.01,"cassava, fresh",2010,3.3235,Total Supply Chain Estimate
454,Malawi,111,Wheat,2010,4.5,Producer
454,Malawi,111,Wheat,2010,4.5,Storage
454,Malawi,141,soya beans,2010,6.1345,Total Supply Chain Estimate
470,Malta,111,wheat,2010,9.4818,Total Supply Chain Estimate
478,Mauritania,114,sorghum,2010,8.5451,Total Supply Chain Estimate
480,Mauritius,112,maize (corn),2010,0.5548,Total Supply Chain Estimate
480,Mauritius,112,maize (corn),2010,0.5548,Total Supply Chain Estimate
480,Mauritius,112,maize (corn),2010,0.5548,Total Supply Chain Estimate
480,Mauritius,1212,Cabbages,2010,2.03,Total Supply Chain Estimate
480,Mauritius,1212,cabbages,2010,2.0284,Total Supply Chain Estimate
480,Mauritius,1234,tomatoes,2010,2.5288,Total Supply Chain Estimate
480,Mauritius,1251,carrots and turnips,2010,2.0224,Total Supply Chain Estimate
480,Mauritius,1253.02,"onions and shallots, dry (excluding dehydrated)",2010,9.3669,Total Supply Chain Estimate
480,Mauritius,1312,bananas,2010,3.0161,Total Supply Chain Estimate
480,Mauritius,1318,pineapples,2010,0.8118,Total Supply Chain Estimate
480,Mauritius,1510,Potatoes,2010,4.08,Total Supply Chain Estimate
480,Mauritius,1510,potatoes,2010,4.0767,Total Supply Chain Estimate
480,Mauritius,231,"hen eggs in shell, fresh",2010,1,Total Supply Chain Estimate
498,Republic of Moldova,1212,cabbages,2010,4.1426,Total Supply Chain Estimate
498,Republic of Moldova,1445,sunflower seed,2010,1.4386,Total Supply Chain Estimate
498,Republic of Moldova,1510,potatoes,2010,0.6079,Total Supply Chain Estimate
50,Bangladesh,111,Wheat,2010,1.5,Storage
50,Bangladesh,112,Maize (Corn),2010,2.5,Storage
50,Bangladesh,113,Rice,2010,0.18,Wholesale
50,Bangladesh,113,Rice,2010,0.29,Retail
50,Bangladesh,113,Rice,2010,1,Transport
50,Bangladesh,113,Rice,2010,1.21,Processing
50,Bangladesh,113,Rice,2010,1.45,Producer
50,Bangladesh,113,Rice,2010,1.75,Harvest
50,Bangladesh,113,Rice,2010,2.3,Producer
50,Bangladesh,113,Rice,2010,3.75,Storage
50,Bangladesh,1213,Cauliflower,2010,4.2,Producer
50,Bangladesh,1213,Cauliflower,2010,9.2,Traders
50,Bangladesh,1213,Cauliflower,2010,10.3,Wholesale
50,Bangladesh,1213,Cauliflower,2010,10.7,Retail
50,Bangladesh,1213,Cauliflower,2010,4.2,Producer
50,Bangladesh,1213,Cauliflower,2010,9.2,Traders
50,Bangladesh,1213,Cauliflower,2010,10.3,Wholesale
50,Bangladesh,1213,Cauliflower,2010,10.7,Retail
50,Bangladesh,1232,Cucumber,2010,4.5,Traders
50,Bangladesh,1232,Cucumber,2010,4.7,Retail
50,Bangladesh,1232,Cucumber,2010,7.2,Producer
50,Bangladesh,1232,Cucumber,2010,10.7,Wholesale
50,Bangladesh,1232,Cucumber,2010,4.5,Traders
50,Bangladesh,1232,Cucumber,2010,4.7,Retail
50,Bangladesh,1232,Cucumber,2010,7.2,Producer
50,Bangladesh,1232,Cucumber,2010,10.7,Wholesale
50,Bangladesh,1234,Tomatoes,2010,1.35,Processing
50,Bangladesh,1234,Tomatoes,2010,4.5,Storage
50,Bangladesh,1234,Tomatoes,2010,6.9,Producer
50,Bangladesh,1234,Tomatoes,2010,6.9,Producer
50,Bangladesh,1234,Tomatoes,2010,8,Wholesale
50,Bangladesh,1234,Tomatoes,2010,8,Wholesale
50,Bangladesh,1234,Tomatoes,2010,8.1,Retail
50,Bangladesh,1234,Tomatoes,2010,8.9,Retail
50,Bangladesh,1234,Tomatoes,2010,8.9,Retail
50,Bangladesh,1234,Tomatoes,2010,9.1,Traders
50,Bangladesh,1234,Tomatoes,2010,9.1,Traders
50,Bangladesh,1234,Tomatoes,2010,10.8,Wholesale
50,Bangladesh,1234,Tomatoes,2010,13,Wholesale
50,Bangladesh,1234,Tomatoes,2010,13.25,Producer
50,Bangladesh,1312,Bananas,2010,3.2,Retail
50,Bangladesh,1312,Bananas,2010,5.1,Traders
50,Bangladesh,1312,Bananas,2010,7.7,Producer
50,Bangladesh,1312,Bananas,2010,8.6,Wholesale
50,Bangladesh,1312,Bananas,2010,3.2,Retail
50,Bangladesh,1312,Bananas,2010,5.1,Traders
50,Bangladesh,1312,Bananas,2010,7.7,Producer
50,Bangladesh,1312,Bananas,2010,8.6,Wholesale
50,Bangladesh,1316,Mangoes,2010,4,Producer
50,Bangladesh,1316,Mangoes,2010,7,Retail
50,Bangladesh,1316,Mangoes,2010,8,Traders
50,Bangladesh,1316,Mangoes,2010,8,Wholesale
50,Bangladesh,1316,Mangoes,2010,4.1,Producer
50,Bangladesh,1316,Mangoes,2010,6.7,Retail
50,Bangladesh,1316,Mangoes,2010,8.35,Traders
50,Bangladesh,1316,Mangoes,2010,9.25,Wholesale
50,Bangladesh,1317,Papayas,2010,6.1,Producer
50,Bangladesh,1317,Papayas,2010,7.9,Retail
50,Bangladesh,1317,Papayas,2010,12.2,Wholesale
50,Bangladesh,1317,Papayas,2010,13.7,Traders
50,Bangladesh,1317,Papayas,2010,6.1,Producer
50,Bangladesh,1317,Papayas,2010,7.9,Retail
50,Bangladesh,1317,Papayas,2010,12.2,Wholesale
50,Bangladesh,1317,Papayas,2010,13.7,Traders
50,Bangladesh,1318,Pineapples,2010,6.97,Retail
50,Bangladesh,1318,Pineapples,2010,10.4,Producer
50,Bangladesh,1318,Pineapples,2010,11.55,Traders
50,Bangladesh,1318,Pineapples,2010,14.1,Wholesale
50,Bangladesh,1318,Pineapples,2010,6.97,Retail
50,Bangladesh,1318,Pineapples,2010,10.4,Producer
50,Bangladesh,1318,Pineapples,2010,11.55,Traders
50,Bangladesh,1318,Pineapples,2010,14.1,Wholesale
50,Bangladesh,1323,Oranges,2010,4,Wholesale
50,Bangladesh,1323,Oranges,2010,5.2,Producer
50,Bangladesh,1323,Oranges,2010,5.7,Traders
50,Bangladesh,1323,Oranges,2010,8.7,Retail
50,Bangladesh,1323,Oranges,2010,4,Wholesale
50,Bangladesh,1323,Oranges,2010,5.2,Producer
50,Bangladesh,1323,Oranges,2010,5.7,Traders
50,Bangladesh,1323,Oranges,2010,8.7,Retail
50,Bangladesh,1802,sugar cane,2010,0.0668,Total Supply Chain Estimate
50,Bangladesh,231,Eggplant  (Brinjal),2010,6.6,Retail
50,Bangladesh,231,Eggplant  (Brinjal),2010,6.9,Producer
50,Bangladesh,231,Eggplant  (Brinjal),2010,7.4,Traders
50,Bangladesh,231,Eggplant  (Brinjal),2010,8.4,Wholesale
50,Bangladesh,231,Eggplant  (Brinjal),2010,6.6,Retail
50,Bangladesh,231,Eggplant  (Brinjal),2010,6.9,Producer
50,Bangladesh,231,Eggplant  (Brinjal),2010,7.4,Traders
50,Bangladesh,231,Eggplant  (Brinjal),2010,8.4,Wholesale
504,Morocco,1450,olives,2010,11.2846,Total Supply Chain Estimate
51,Armenia,111,Wheat,2010,4.36,Total Supply Chain Estimate
51,Armenia,111,wheat,2010,4.3605,Total Supply Chain Estimate
51,Armenia,112,Maize (Corn),2010,36.86,Total Supply Chain Estimate
51,Armenia,112,maize (corn),2010,7.7322,Total Supply Chain Estimate
51,Armenia,112,maize (corn),2010,7.7322,Total Supply Chain Estimate
51,Armenia,112,maize (corn),2010,7.7322,Total Supply Chain Estimate
51,Armenia,115,Barley,2010,10.12,Total Supply Chain Estimate
51,Armenia,115,barley,2010,10.1203,Total Supply Chain Estimate
51,Armenia,117,oats,2010,0,Total Supply Chain Estimate
51,Armenia,1199.9,other cereals n.e.c.,2010,9.4809,Total Supply Chain Estimate
51,Armenia,1510,Potatoes,2010,16.45,Total Supply Chain Estimate
51,Armenia,1510,potatoes,2010,16.4538,Total Supply Chain Estimate
524,Nepal,111,wheat,2010,10.0222,Total Supply Chain Estimate
524,Nepal,112,maize (corn),2010,10.2416,Total Supply Chain Estimate
524,Nepal,112,maize (corn),2010,10.2416,Total Supply Chain Estimate
524,Nepal,112,maize (corn),2010,10.2416,Total Supply Chain Estimate
524,Nepal,115,barley,2010,8.3373,Total Supply Chain Estimate
524,Nepal,1510,potatoes,2010,14.9998,Total Supply Chain Estimate
528,Netherlands,111,Wheat,2010,2.04,Total Supply Chain Estimate
528,Netherlands,111,wheat,2010,2.0445,Total Supply Chain Estimate
528,Netherlands,112,Maize (Corn),2010,12.7,Total Supply Chain Estimate
528,Netherlands,112,maize (corn),2010,0.8043,Total Supply Chain Estimate
528,Netherlands,112,maize (corn),2010,0.8043,Total Supply Chain Estimate
528,Netherlands,112,maize (corn),2010,0.8043,Total Supply Chain Estimate
528,Netherlands,115,Barley,2010,13.7,Total Supply Chain Estimate
528,Netherlands,115,barley,2010,1.262,Total Supply Chain Estimate
528,Netherlands,1341,apples,2010,0.8982,Total Supply Chain Estimate
528,Netherlands,1510,potatoes,2010,2.338,Total Supply Chain Estimate
528,Netherlands,231,"hen eggs in shell, fresh",2010,0.2985,Total Supply Chain Estimate
554,New Zealand,115,barley,2010,2.2705,Total Supply Chain Estimate
554,New Zealand,117,oats,2010,4.411,Total Supply Chain Estimate
554,New Zealand,231,"hen eggs in shell, fresh",2010,3.7678,Total Supply Chain Estimate
558,Nicaragua,112,maize (corn),2010,25.3406,Total Supply Chain Estimate
558,Nicaragua,112,maize (corn),2010,25.3406,Total Supply Chain Estimate
558,Nicaragua,112,maize (corn),2010,25.3406,Total Supply Chain Estimate
558,Nicaragua,113,rice,2010,1.7181,Total Supply Chain Estimate
56,Belgium,111,wheat,2010,2.1626,Total Supply Chain Estimate
56,Belgium,112,maize (corn),2010,0.9385,Total Supply Chain Estimate
56,Belgium,112,maize (corn),2010,0.9385,Total Supply Chain Estimate
56,Belgium,112,maize (corn),2010,0.9385,Total Supply Chain Estimate
56,Belgium,115,barley,2010,9.3733,Total Supply Chain Estimate
56,Belgium,116,rye,2010,1.4548,Total Supply Chain Estimate
56,Belgium,117,oats,2010,1.4096,Total Supply Chain Estimate
56,Belgium,1341,apples,2010,0.5814,Total Supply Chain Estimate
56,Belgium,1510,potatoes,2010,4.6878,Total Supply Chain Estimate
566,Nigeria,112,Maize (Corn),2010,9,Storage
566,Nigeria,112,Maize (Corn),2010,11.5,Producer
566,Nigeria,112,Maize (Corn),2010,4.5,Producer
566,Nigeria,112,Maize (Corn),2010,6.6,Harvest
566,Nigeria,112,Maize (Corn),2010,4.5,Storage
566,Nigeria,113,Rice,2010,2.5,Producer
566,Nigeria,113,Rice,2010,0.6,Storage
566,Nigeria,114,Sorghum,2010,2.5,Storage
566,Nigeria,118,Millet,2010,0.8,Producer
566,Nigeria,118,Millet,2010,1.1,Producer
566,Nigeria,118,Millet,2010,0.8,Storage
566,Nigeria,1234,Tomatoes,2010,20,Producer
566,Nigeria,1234,Tomatoes,2010,28,Transport
566,Nigeria,1313,Plantain,2010,26,Producer
566,Nigeria,1540,Yams,2010,14.5,Producer
566,Nigeria,1540,Yams,2010,22.5,Storage
566,Nigeria,1540,Yams,2010,7.5,Transport
566,Nigeria,1651,"Pepper, Bell",2010,12,Producer
566,Nigeria,1651,"Pepper, Bell",2010,15,Transport
566,Nigeria,1651,"Pepper, Chinese Hot",2010,8,Producer
566,Nigeria,1651,"Pepper, Chinese Hot",2010,10,Transport
566,Nigeria,1651,"Pepper, Bell",2010,12,Producer
566,Nigeria,1651,"Pepper, Bell",2010,15,Transport
566,Nigeria,1651,"Pepper, Chinese Hot",2010,8,Producer
566,Nigeria,1651,"Pepper, Chinese Hot",2010,10,Transport
578,Norway,111,wheat,2010,4.8917,Total Supply Chain Estimate
578,Norway,115,barley,2010,4.6194,Total Supply Chain Estimate
578,Norway,116,rye,2010,3.5088,Total Supply Chain Estimate
578,Norway,117,oats,2010,3.3445,Total Supply Chain Estimate
578,Norway,1510,potatoes,2010,2.401,Total Supply Chain Estimate
591,Panama,112,Maize (Corn),2010,1.94,Total Supply Chain Estimate
591,Panama,112,Maize (Corn),2010,2.29,Total Supply Chain Estimate
591,Panama,112,maize (corn),2010,2.6094,Total Supply Chain Estimate
591,Panama,112,maize (corn),2010,2.6094,Total Supply Chain Estimate
591,Panama,112,maize (corn),2010,2.6094,Total Supply Chain Estimate
591,Panama,113,rice,2010,2.3871,Total Supply Chain Estimate
591,Panama,1232,Cucumbers And Gherkins,2010,4.99,Total Supply Chain Estimate
591,Panama,1232,Cucumbers And Gherkins,2010,4.99,Total Supply Chain Estimate
591,Panama,1232,cucumbers and gherkins,2010,4.9927,Total Supply Chain Estimate
591,Panama,1317,Papayas,2010,5,Total Supply Chain Estimate
591,Panama,1317,papayas,2010,5.0012,Total Supply Chain Estimate
591,Panama,1318,Pineapples,2010,6.32,Total Supply Chain Estimate
591,Panama,1318,Pineapples,2010,6.32,Total Supply Chain Estimate
591,Panama,1318,pineapples,2010,6.3204,Total Supply Chain Estimate
591,Panama,1510,Potatoes,2010,10,Total Supply Chain Estimate
591,Panama,1510,Potatoes,2010,10,Total Supply Chain Estimate
591,Panama,1510,potatoes,2010,9.9987,Total Supply Chain Estimate
591,Panama,1520.01,"cassava, fresh",2010,4.2134,Total Supply Chain Estimate
591,Panama,1540,Yams,2010,4.27,Total Supply Chain Estimate
591,Panama,1540,Yams,2010,4.27,Total Supply Chain Estimate
591,Panama,1540,yams,2010,4.2723,Total Supply Chain Estimate
591,Panama,1591,Yautia,2010,4.6,Total Supply Chain Estimate
591,Panama,1591,Yautia,2010,4.6,Total Supply Chain Estimate
591,Panama,1591,yautia ,2010,4.6037,Total Supply Chain Estimate
591,Panama,1701,"Beans, Dry",2010,2.01,Total Supply Chain Estimate
591,Panama,1701,"Beans, Dry",2010,2.01,Total Supply Chain Estimate
591,Panama,1701,"beans, dry",2010,2.4838,Total Supply Chain Estimate
591,Panama,1707,"Pigeon Peas, Dry",2010,1.98,Total Supply Chain Estimate
591,Panama,1707,"Pigeon Peas, Dry",2010,1.98,Total Supply Chain Estimate
591,Panama,1707,"pigeon peas, dry",2010,1.9827,Total Supply Chain Estimate
591,Panama,1802,sugar cane,2010,1,Total Supply Chain Estimate
591,Panama,231,"Hen Eggs In Shell, Fresh",2010,5.01,Total Supply Chain Estimate
591,Panama,231,"Hen Eggs In Shell, Fresh",2010,5.01,Total Supply Chain Estimate
591,Panama,231,"hen eggs in shell, fresh",2010,5.0057,Total Supply Chain Estimate
591,Panama,21111.01,"Meat Of Cattle, Fresh Or Chilled",2010,4.99,Total Supply Chain Estimate
591,Panama,21111.01,"Meat Of Cattle, Fresh Or Chilled",2010,5,Total Supply Chain Estimate
591,Panama,21111.01,"meat of cattle with the bone, fresh or chilled",2010,4.9912,Total Supply Chain Estimate
591,Panama,21113.01,"Meat Of Pig, Fresh Or Chilled",2010,5,Total Supply Chain Estimate
591,Panama,21113.01,"Meat Of Pig, Fresh Or Chilled",2010,3,Total Supply Chain Estimate
591,Panama,21113.01,"meat of pig with the bone, fresh or chilled",2010,5.0015,Total Supply Chain Estimate
591,Panama,21121,"Meat Of Chickens, Fresh Or Chilled",2010,1.05,Total Supply Chain Estimate
591,Panama,21121,"Meat Of Chickens, Fresh Or Chilled",2010,1.05,Total Supply Chain Estimate
591,Panama,21121,"meat of chickens, fresh or chilled",2010,1.0535,Total Supply Chain Estimate
604,Peru,112,maize (corn),2010,5.1908,Total Supply Chain Estimate
604,Peru,112,maize (corn),2010,5.1908,Total Supply Chain Estimate
604,Peru,112,maize (corn),2010,5.1908,Total Supply Chain Estimate
604,Peru,113,rice,2010,1.7659,Total Supply Chain Estimate
604,Peru,1211,asparagus,2010,4.4748,Total Supply Chain Estimate
604,Peru,1254,leeks and other alliaceous vegetables,2010,24.9742,Total Supply Chain Estimate
604,Peru,1313,plantains and others,2010,32.3821,Total Supply Chain Estimate
604,Peru,1316,"mangoes, guavas, mangosteens",2010,46.0559,Total Supply Chain Estimate
604,Peru,1329,"other citrus fruit, n.e.c.",2010,19.1587,Total Supply Chain Estimate
604,Peru,1343,apricots,2010,38.0502,Total Supply Chain Estimate
604,Peru,1344.02,cherries,2010,5.4348,Total Supply Chain Estimate
604,Peru,1373,"chestnuts, in shell",2010,6.6438,Total Supply Chain Estimate
604,Peru,1379.9,"other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2010,12.9016,Total Supply Chain Estimate
604,Peru,1510,potatoes,2010,23.595,Total Supply Chain Estimate
604,Peru,1520.01,"cassava, fresh",2010,31.4583,Total Supply Chain Estimate
604,Peru,1530,sweet potatoes,2010,13.8543,Total Supply Chain Estimate
604,Peru,1610,"coffee, green",2010,4.1571,Total Supply Chain Estimate
604,Peru,1651,"pepper (piper spp.), raw",2010,2.4096,Total Supply Chain Estimate
604,Peru,2211,raw milk of cattle,2010,1.9066,Total Supply Chain Estimate
604,Peru,231,"hen eggs in shell, fresh",2010,17.5376,Total Supply Chain Estimate
604,Peru,21111.01,"meat of cattle with the bone, fresh or chilled",2010,30.8369,Total Supply Chain Estimate
604,Peru,21113.01,"meat of pig with the bone, fresh or chilled",2010,19.8867,Total Supply Chain Estimate
604,Peru,21115,"meat of sheep, fresh or chilled",2010,40.096,Total Supply Chain Estimate
604,Peru,21116,"meat of goat, fresh or chilled",2010,26.0967,Total Supply Chain Estimate
604,Peru,21117.02,"meat of other domestic camelids, fresh or chilled",2010,19.6119,Total Supply Chain Estimate
604,Peru,21121,"meat of chickens, fresh or chilled",2010,21.0798,Total Supply Chain Estimate
604,Peru,21151,"edible offal of cattle, fresh, chilled or frozen",2010,1.1396,Total Supply Chain Estimate
608,Philippines,112,maize (corn),2010,0.7841,Total Supply Chain Estimate
608,Philippines,112,maize (corn),2010,0.7841,Total Supply Chain Estimate
608,Philippines,112,maize (corn),2010,0.7841,Total Supply Chain Estimate
608,Philippines,113,rice,2010,0.9764,Total Supply Chain Estimate
608,Philippines,231,"hen eggs in shell, fresh",2010,3.2788,Total Supply Chain Estimate
616,Poland,111,Wheat,2010,5.87,Total Supply Chain Estimate
616,Poland,111,wheat,2010,5.9204,Total Supply Chain Estimate
616,Poland,112,maize (corn),2010,3.5098,Total Supply Chain Estimate
616,Poland,112,maize (corn),2010,3.5098,Total Supply Chain Estimate
616,Poland,112,maize (corn),2010,3.5098,Total Supply Chain Estimate
616,Poland,115,barley,2010,2.9436,Total Supply Chain Estimate
616,Poland,116,rye,2010,4.208,Total Supply Chain Estimate
616,Poland,117,oats,2010,5.2752,Total Supply Chain Estimate
616,Poland,1191,triticale,2010,1.7483,Total Supply Chain Estimate
616,Poland,1192,buckwheat,2010,4.1144,Total Supply Chain Estimate
616,Poland,1212,cabbages,2010,7.6409,Total Supply Chain Estimate
616,Poland,1213,cauliflowers and broccoli,2010,10.2567,Total Supply Chain Estimate
616,Poland,1232,cucumbers and gherkins,2010,15.8295,Total Supply Chain Estimate
616,Poland,1234,tomatoes,2010,10.7515,Total Supply Chain Estimate
616,Poland,1251,carrots and turnips,2010,9.1553,Total Supply Chain Estimate
616,Poland,1253.02,"onions and shallots, dry (excluding dehydrated)",2010,12.1111,Total Supply Chain Estimate
616,Poland,1341,apples,2010,3.3548,Total Supply Chain Estimate
616,Poland,1344.01,sour cherries,2010,5.4334,Total Supply Chain Estimate
616,Poland,1344.02,cherries,2010,4.9833,Total Supply Chain Estimate
616,Poland,1346,plums and sloes,2010,3.58,Total Supply Chain Estimate
616,Poland,1354,strawberries,2010,5.8666,Total Supply Chain Estimate
616,Poland,1510,potatoes,2010,8.2858,Total Supply Chain Estimate
616,Poland,231,"Hen Eggs In Shell, Fresh",2010,0.31,Total Supply Chain Estimate
616,Poland,231,"hen eggs in shell, fresh",2010,0.3234,Total Supply Chain Estimate
620,Portugal,111,wheat,2010,7.2659,Total Supply Chain Estimate
620,Portugal,112,maize (corn),2010,2.0759,Total Supply Chain Estimate
620,Portugal,112,maize (corn),2010,2.0759,Total Supply Chain Estimate
620,Portugal,112,maize (corn),2010,2.0759,Total Supply Chain Estimate
620,Portugal,113,rice,2010,0.235,Total Supply Chain Estimate
620,Portugal,116,rye,2010,7.4061,Total Supply Chain Estimate
