"geographicaream49","country","region","measureditemcpc","crop","timepointyears","loss_per_clean","percentage_loss_of_quantity","loss_quantity","loss_qualitiative","loss_monetary","activity","fsc_location1","periodofstorage","treatment","causeofloss","samplesize","units","method_datacollection","tag_datacollection","reference","url"
"348","Hungary",,"01343","apricots",2000,0.8922,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"01344.01","sour cherries",2000,0.8651,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"01344.02","cherries",2000,1.275,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"01345","peaches and nectarines",2000,1.282,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"01346","plums and sloes",2000,1.1864,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"01351.01","currants",2000,0.9369,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"01351.02","gooseberries ",2000,3.2265,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"01353.01","raspberries",2000,0.3737,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"01354","strawberries",2000,0.8129,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"01371","almonds, in shell",2000,5.8824,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"0141","soya beans",2000,0.5652,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary","","01443","Rapeseed Or Colza Seed",2000,0.43,"0.427729354","","","","","Total Supply Chain Estimate","","","","","","National Production Publication (Yb)","National Statistics Yearbook","FAO Sources",""
"348","Hungary",,"01443","rapeseed or colza seed",2000,0.4277,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"01445","sunflower seed",2000,2.1135,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary","","01448","Poppy Seed",2000,,"0","","","","","Total Supply Chain Estimate","","","","","","National Production Publication (Yb)","National Statistics Yearbook","FAO Sources",""
"348","Hungary",,"01448","poppy seed",2000,0,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary","","01510","Potatoes",2000,3.73,"3.725140734","","","","","Total Supply Chain Estimate","","","","","","National Production Publication (Yb)","National Statistics Yearbook","FAO Sources",""
"348","Hungary",,"01510","potatoes",2000,3.7251,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary","","01701","Beans, Dry",2000,1.34,"1.340551689","","","","","Total Supply Chain Estimate","","","","","","National Production Publication (Yb)","National Statistics Yearbook","FAO Sources",""
"348","Hungary",,"01701","beans, dry",2000,1.3406,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"01704","lentils, dry",2000,0.2272,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary","","0231","Hen Eggs In Shell, Fresh",2000,0.2,"0.200731479","","","","","Total Supply Chain Estimate","","","","","","National Production Publication (Yb)","National Statistics Yearbook","FAO Sources",""
"348","Hungary",,"0231","hen eggs in shell, fresh",2000,0.2007,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"21111.01","meat of cattle with the bone, fresh or chilled",2000,2.3902,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary","","21121","Meat Of Chickens, Fresh Or Chilled",2000,4.95,"4.951080644","","","","","Total Supply Chain Estimate","","","","","","National Production Publication (Yb)","National Statistics Yearbook","FAO Sources",""
"348","Hungary",,"21121","meat of chickens, fresh or chilled",2000,4.9511,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"21151","edible offal of cattle, fresh, chilled or frozen",2000,4.5455,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"348","Hungary",,"21153","edible offal of pigs, fresh, chilled or frozen",2000,4.0909,,,,,,"Total Supply Chain Estimate",,,,,,,"Food Balance Sheet/Ag. Production Questionnaire",,
"356","India","","01510","Potatoes",2016,3.2,"3.2","","","","",,"","","","","","","-","(Minten et al., 2016","http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf"
"356","India","","01510","Potatoes",2016,3.2,"3.2","","","","",,"","","","","","","-","(Minten et al., 2016","http://www.mod.gov.tr/Lists/RecentPublications/Attachments/120/Reducing%20Postharvest%20Losses%20in%20the%20OIC%20Member%20Countries.pdf"
"356","India","","0111","Wheat",2014,1.43,"1.43","","","","Threshing","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0111","Wheat",2014,1.43,"1.43","","","","","Harvest","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0111","Wheat",2014,4.93,"4.93","","","","","Total Supply Chain Estimate","","","Physical Losses","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0111","Wheat",2014,0.02,"0.02","","","","Retailer","Storage","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0111","Wheat",2014,0.03,"0.03","","","","Storage","Storage","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0111","Wheat",2014,0.07,"0.07","","","","Drying","Producer","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0111","Wheat",2014,0.08,"0.08","","","","Transport","Producer","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0111","Wheat",2014,0.1,"0.1","","","","Wholesaler","Storage","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0111","Wheat",2014,0.1,"0.1","","","","Packaging","Producer","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0111","Wheat",2014,0.17,"0.17","","","","Processing","Storage","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0111","Wheat",2014,0.4,"0.4","","","","Winnowing/cleaning","Producer","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0111","Wheat",2014,0.53,"0.53","","","","Farm","Storage","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0111","Wheat",2014,0.56,"0.56","","","","Collection","Producer","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,0.04,"0.04","","","","Storage","Storage","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,0.08,"0.08","","","","Processing","Storage","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,0.12,"0.12","","","","Retailer","Storage","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,0.13,"0.13","","","","Transportation","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,0.16,"0.16","","","","Packaging","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,0.18,"0.18","","","","Drying","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,0.21,"0.21","","","","","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,0.3,"0.3","","","","Wholesaler","Storage","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,0.4,"0.4","","","","Winnowing/cleaning","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,0.42,"0.42","","","","Collection","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,1.2,"1.2","","","","Threshing","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,1.42,"1.42","","","","","Harvest","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0112","Maize (Corn)",2014,4.65,"4.65","","","","","Total Supply Chain Estimate","","","Physical Losses","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,0.02,"0.02","","","","Retailer","Storage","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,0.07,"0.07","","","","Storage","Storage","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,0.08,"0.08","","","","Packaging","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,0.09,"0.09","","","","Transportation","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,0.1,"0.1","","","","Drying","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,0.16,"0.16","","","","Processing","Storage","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,0.21,"0.21","","","","Wholesaler","Storage","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,0.37,"0.37","","","","Collection","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,0.39,"0.39","","","","","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,0.5,"0.5","","","","Winnowing/cleaning","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,1.44,"1.44","","","","Threshing","Producer","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,2.08,"2.08","","","","","Harvest","","","","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0113","Paddy Rice",2014,5.53,"5.53","","","","","Total Supply Chain Estimate","","","Physical Losses","","","Stratified Multistage Random Sampling Used To Select The Respondents.","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,0.02,"0.02","","","","Processing","Storage","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,0.08,"0.08","","","","Drying","Producer","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,0.08,"0.08","","","","Storage","Storage","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,0.09,"0.09","","","","Transport","Producer","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,0.15,"0.15","","","","Retailer","Storage","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,0.24,"0.24","","","","Farm","Storage","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,0.28,"0.28","","","","Packaging","Producer","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,0.33,"0.33","","","","Collection","Producer","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,0.47,"0.47","","","","Winnowing/cleaning","Producer","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,0.73,"0.73","","","","Wholesaler","Storage","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,1.47,"1.47","","","","","Harvest","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,2.04,"2.04","","","","Threshing","Producer","","","","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","0114","Sorghum",2014,5.99,"5.99","","","","","Total Supply Chain Estimate","","","Physical Losses","","","Stratified Multistage Random Sampling","-","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01212","Cabbages",2014,0.02,"0.02","","","","Processing","Storage","","","","8 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01212","Cabbages",2014,0.08,"0.08","","","","Storage","Storage","","","","8 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01212","Cabbages",2014,0.16,"0.16","","","","","Producer","","","","8 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01212","Cabbages",2014,0.36,"0.36","","","","Packaging","Producer","","","","8 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01212","Cabbages",2014,0.38,"0.38","","","","Collection","Producer","","","","8 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01212","Cabbages",2014,0.89,"0.89","","","","Wholesaler","Storage","","","","8 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01212","Cabbages",2014,1.02,"1.02","","","","Transportation","Producer","","","","8 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01212","Cabbages",2014,1.42,"1.42","","","","Retailer","Storage","","","","8 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01212","Cabbages",2014,1.74,"1.74","","","","Harvesting","Harvest","","","","8 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01212","Cabbages",2014,3.32,"3.32","","","","Sorting/Grading","Producer","","","","8 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01212","Cabbages",2014,9.37,"9.37","","","","","Total Supply Chain Estimate","","","Physical Losses","","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01213","Cauliflower",2014,,"0","","","","Processing","Storage","","","","7 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01213","Cauliflower",2014,0.07,"0.07","","","","Storage","Storage","","","","7 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01213","Cauliflower",2014,0.09,"0.09","","","","","Producer","","","","7 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01213","Cauliflower",2014,0.26,"0.26","","","","Collection","Producer","","","","7 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01213","Cauliflower",2014,0.38,"0.38","","","","Packaging","Producer","","","","7 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
"356","India","","01213","Cauliflower",2014,0.83,"0.83","","","","Wholesaler","Storage","","","","7 agro-climatic zones","","Stratified Multistage Random Sampling","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf"
